"dept_no","emp_no","last_name","first_name","dept_name"
"d007",11662,"Hofting","Mokhtar","Sales"
"d007",11663,"Trumbly","Maria","Sales"
"d007",11664,"Brizzi","Oksana","Sales"
"d007",11666,"Chimia","Uno","Sales"
"d007",11668,"Wursthorn","Hiroyasu","Sales"
"d007",11671,"Babu","Pranjal","Sales"
"d007",11672,"Businaro","Munir","Sales"
"d007",11680,"Iwayama","Aral","Sales"
"d007",11688,"Coullard","Denis","Sales"
"d007",11696,"Rothe","Dante","Sales"
"d007",11698,"Azevdeo","Arun","Sales"
"d007",11706,"Remmers","Tesuya","Sales"
"d007",11708,"Angot","Chenye","Sales"
"d007",11715,"Albarhamtoshy","Arnd","Sales"
"d007",11717,"Chaudhury","Mona","Sales"
"d007",11718,"Marshall","Richard","Sales"
"d007",11720,"Heusch","Abdulla","Sales"
"d007",11723,"Bauknecht","Halsur","Sales"
"d007",11728,"Makrucki","Serge","Sales"
"d007",11729,"Engberts","Xiong","Sales"
"d007",11730,"Delaune","Tzu","Sales"
"d007",11740,"Pero","Isaac","Sales"
"d007",11746,"Marrakchi","Koichi","Sales"
"d007",11747,"Kossowski","Aksel","Sales"
"d007",11753,"Nishimukai","Fayez","Sales"
"d007",11773,"Lorys","Naftaly","Sales"
"d007",11781,"Pluym","Tua","Sales"
"d007",11785,"Kalsbeek","Hongzhu","Sales"
"d007",11797,"Thambidurai","Chenxi","Sales"
"d007",11801,"Dayang","Tommaso","Sales"
"d007",11811,"Boissier","Herb","Sales"
"d007",11813,"Muhlberg","Gita","Sales"
"d007",11817,"Markovitch","Niranjan","Sales"
"d007",11828,"Paciorek","Mikhail","Sales"
"d007",11830,"Snedden","Maya","Sales"
"d007",11838,"Nitta","Taiji","Sales"
"d007",11840,"Hofman","Jayson","Sales"
"d007",11849,"Homond","Chenye","Sales"
"d007",11850,"Maginnis","Bikash","Sales"
"d007",11852,"Yurek","Zhongwei","Sales"
"d007",11857,"Farrag","Divier","Sales"
"d007",11859,"Muhlberg","Ipke","Sales"
"d007",11873,"Reeken","Venkatesan","Sales"
"d007",11874,"Motley","Baoqiu","Sales"
"d007",11880,"Esposito","Akeel","Sales"
"d007",11881,"Staelin","Arra","Sales"
"d007",11882,"Manders","Zhonghua","Sales"
"d007",11884,"Moehrke","Patricia","Sales"
"d007",11890,"Kirkerud","Remmert","Sales"
"d007",11892,"Lorys","Tesuro","Sales"
"d007",11897,"Setlzner","Cordelia","Sales"
"d007",11904,"Flasterstein","DeForest","Sales"
"d007",11908,"Iisaku","Candida","Sales"
"d007",11927,"Aingworth","Mana","Sales"
"d007",11936,"Jonsson","Oddvar","Sales"
"d007",11941,"Cyre","Gaurav","Sales"
"d007",11946,"Maraist","Charlene","Sales"
"d007",11947,"Lortz","Kiyomitsu","Sales"
"d007",11961,"Birdsall","Sumant","Sales"
"d007",11962,"Erde","Niranjan","Sales"
"d007",11964,"Norsworthy","Tzu","Sales"
"d007",11966,"Rotem","Poornachandra","Sales"
"d007",11969,"Lorcy","Sibyl","Sales"
"d007",11980,"Pews","Yechezkel","Sales"
"d007",12011,"Coorg","Zhilian","Sales"
"d007",12012,"Zolotykh","Syozo","Sales"
"d007",12013,"Vidya","Baziley","Sales"
"d007",12026,"Pleszkun","Moon","Sales"
"d007",12034,"Piazza","Aemilian","Sales"
"d007",12036,"Ratzlaff","Mads","Sales"
"d007",12046,"Ranum","Xiong","Sales"
"d007",12054,"Braccini","Odysseas","Sales"
"d007",12067,"Kalsbeek","Doowon","Sales"
"d007",12076,"Siprelle","Karlis","Sales"
"d007",12080,"Feinberg","Panayotis","Sales"
"d007",12082,"Yamaashi","Xinan","Sales"
"d007",12097,"Serdy","Mostafa","Sales"
"d007",12098,"Eugenio","Pranay","Sales"
"d007",12099,"Kuzuoka","Nobuyoshi","Sales"
"d007",12100,"Beznosov","Nevio","Sales"
"d007",12102,"Erde","Aron","Sales"
"d007",12113,"DeMori","Larisa","Sales"
"d007",12119,"Peot","Sachin","Sales"
"d007",12128,"Barreiro","Yannik","Sales"
"d007",12129,"Isaac","Hairong","Sales"
"d007",12146,"Garnick","Urs","Sales"
"d007",12149,"Grandbois","Suebskul","Sales"
"d007",12160,"Garrabrants","Aamer","Sales"
"d007",12178,"Chinal","Miyeon","Sales"
"d007",12184,"Zhang","Chenxi","Sales"
"d007",12189,"Redmiles","Berni","Sales"
"d007",12199,"Poupard","Huan","Sales"
"d007",12213,"Brizzi","Kwangho","Sales"
"d007",12224,"Lenart","Nikolaus","Sales"
"d007",12225,"Narahara","Yongqiao","Sales"
"d007",12229,"Pfau","Howell","Sales"
"d007",12232,"Ratnakar","Subhankar","Sales"
"d007",12234,"Rosar","Miomir","Sales"
"d007",12235,"Haumacher","Honesty","Sales"
"d007",12237,"Ballarin","Chikara","Sales"
"d007",12253,"Gimarc","Amabile","Sales"
"d007",12259,"Hofting","Juichirou","Sales"
"d007",12261,"Hardjono","Udi","Sales"
"d007",12273,"Uehara","Jaideep","Sales"
"d007",12284,"Khasidashvili","Hatim","Sales"
"d007",12290,"Braccini","Jeanne","Sales"
"d007",12291,"Koyama","Masamitsu","Sales"
"d007",12294,"Heydon","Arch","Sales"
"d007",12295,"Lammel","Weicheng","Sales"
"d007",12296,"Garnier","Kendra","Sales"
"d007",12297,"Krone","Yoshimitsu","Sales"
"d007",12301,"Akazan","Oksana","Sales"
"d007",12306,"Menyhert","Suvo","Sales"
"d007",12318,"Vesna","Jingling","Sales"
"d007",12321,"Schicker","Heekeun","Sales"
"d007",12325,"Randt","Alassane","Sales"
"d007",12330,"Eugenio","Oguz","Sales"
"d007",12349,"Denos","Yannik","Sales"
"d007",12358,"Syrotiuk","Achilleas","Sales"
"d007",12373,"Driscoll","Mooi","Sales"
"d007",12390,"Kilgour","Kwangsub","Sales"
"d007",12393,"Uhrig","Soenke","Sales"
"d007",12398,"Solovay","Arif","Sales"
"d007",12399,"Luga","Mihalis","Sales"
"d007",12400,"Winter","Genki","Sales"
"d007",12411,"Ibel","Shao","Sales"
"d007",12412,"Peres","Chaitali","Sales"
"d007",12414,"Kruskal","Kish","Sales"
"d007",12415,"Sluis","Uri","Sales"
"d007",12430,"Feldmann","Kristine","Sales"
"d007",12435,"Gadepally","Marek","Sales"
"d007",12438,"Mondadori","Yongmao","Sales"
"d007",12448,"Salverda","Honglan","Sales"
"d007",12454,"Farris","Kerryn","Sales"
"d007",12457,"Pettis","Olivera","Sales"
"d007",12460,"Gerlach","Jingling","Sales"
"d007",12464,"Milicic","Shai","Sales"
"d007",12478,"Hopewell","Yahiko","Sales"
"d007",12491,"Gruenwald","Cullen","Sales"
"d007",12497,"Penz","Stein","Sales"
"d007",12499,"Lamba","Izaskun","Sales"
"d007",12505,"Goldhammer","Barton","Sales"
"d007",12513,"Vesna","Niteen","Sales"
"d007",12521,"Ranka","Geoffry","Sales"
"d007",12523,"Casley","Tonia","Sales"
"d007",12537,"Gonthier","Avishai","Sales"
"d007",12541,"Nanard","Shih","Sales"
"d007",12552,"Zongker","Mechthild","Sales"
"d007",12560,"Makinen","Leszek","Sales"
"d007",12565,"Mullainathan","Theron","Sales"
"d007",12567,"DasSarma","Horward","Sales"
"d007",12575,"Merel","Sadok","Sales"
"d007",12582,"Herath","Saniya","Sales"
"d007",12590,"Rosenbaum","Gita","Sales"
"d007",12591,"Makrucki","Georgy","Sales"
"d007",12593,"Melter","Lubomir","Sales"
"d007",12595,"Morrey","Yaghout","Sales"
"d007",12598,"Farrow","Hatem","Sales"
"d007",12605,"Feldmann","Petter","Sales"
"d007",12612,"Thimonier","Chandrasekaran","Sales"
"d007",12617,"Rusterholz","Shawna","Sales"
"d007",12620,"Swick","Shahaf","Sales"
"d007",12622,"Kobara","Jiafu","Sales"
"d007",12624,"Zykh","Zhongwei","Sales"
"d007",12625,"Basart","Goo","Sales"
"d007",12629,"Siksek","Kensyu","Sales"
"d007",12640,"Lindqvist","Shigeo","Sales"
"d007",12645,"Decaestecker","Kyoichi","Sales"
"d007",12651,"Bael","Pragnesh","Sales"
"d007",12656,"Morton","Seshu","Sales"
"d007",12658,"Farris","Laurentiu","Sales"
"d007",12660,"Escriba","Stamatina","Sales"
"d007",12664,"Parveen","Zhonghua","Sales"
"d007",12673,"Rajala","Jouni","Sales"
"d007",12675,"Krohm","Dekang","Sales"
"d007",12681,"Akaboshi","Rosalyn","Sales"
"d007",12685,"Openshaw","Siamak","Sales"
"d007",12687,"Badache","Weicheng","Sales"
"d007",12690,"Mitchem","Valter","Sales"
"d007",12698,"Paciorek","Arunas","Sales"
"d007",12699,"Setia","Izaskun","Sales"
"d007",12703,"Brookner","Luigi","Sales"
"d007",12704,"Tetzlaff","Gino","Sales"
"d007",12705,"Driscoll","Dung","Sales"
"d007",12707,"Zastre","Gregory","Sales"
"d007",12708,"Syang","Hatem","Sales"
"d007",12716,"Theuretzbacher","Angel","Sales"
"d007",12720,"Blokdijk","Spyrose","Sales"
"d007",12724,"Lammel","Parke","Sales"
"d007",12732,"Takanami","Mara","Sales"
"d007",12742,"Bhattacharjee","Supot","Sales"
"d007",12756,"Braccini","Mohit","Sales"
"d007",12759,"Kuszyk","LiMin","Sales"
"d007",12761,"Schaad","Hitofumi","Sales"
"d007",12766,"Molberg","Shuji","Sales"
"d007",12770,"Benzaken","Maik","Sales"
"d007",12777,"Cichocki","Sreenivas","Sales"
"d007",12781,"Belinskaya","Bogdan","Sales"
"d007",12790,"Perl","Gunilla","Sales"
"d007",12798,"Beeson","Lillian","Sales"
"d007",12800,"Hettesheimer","Tiina","Sales"
"d007",12803,"Boissier","Gad","Sales"
"d007",12805,"Itschner","Naraig","Sales"
"d007",12818,"Wendorf","Arunas","Sales"
"d007",12826,"Mandell","Claude","Sales"
"d007",12834,"Krohm","Tadahiro","Sales"
"d007",12845,"Baar","Florian","Sales"
"d007",12858,"Driscoll","Jianwen","Sales"
"d007",12862,"Mullainathan","Hidde","Sales"
"d007",12870,"Pfau","Elvis","Sales"
"d007",12872,"Schmittgen","Marl","Sales"
"d007",12873,"Lorie","Xiaoshan","Sales"
"d007",12875,"Validov","Giri","Sales"
"d007",12880,"Setia","Fumiya","Sales"
"d007",12881,"Yurek","Huai","Sales"
"d007",12886,"Liesche","Aimee","Sales"
"d007",12890,"Casley","Neven","Sales"
"d007",12893,"Crouzet","Licheng","Sales"
"d007",12894,"Stafford","Heng","Sales"
"d007",12902,"Perng","Rimli","Sales"
"d007",12903,"Salverda","Radhika","Sales"
"d007",12909,"Lamba","Dipankar","Sales"
"d007",12915,"Ligten","Arco","Sales"
"d007",12917,"Remmele","Sergi","Sales"
"d007",12919,"Cooley","Owen","Sales"
"d007",12922,"Porenta","Jacqueline","Sales"
"d007",12931,"Hutton","Spyrose","Sales"
"d007",12943,"Zucker","Kazuhide","Sales"
"d007",12951,"Keirsey","Mohammad","Sales"
"d007",12954,"Walston","Dinkar","Sales"
"d007",12955,"England","Eckart","Sales"
"d007",12962,"Beerel","Paraskevi","Sales"
"d007",12964,"Bennis","Hidefumi","Sales"
"d007",12969,"Angot","Mohan","Sales"
"d007",12974,"Frolund","Gift","Sales"
"d007",12976,"Szmurlo","Alejandro","Sales"
"d007",12985,"Hellwagner","Yoshimitsu","Sales"
"d007",12993,"Sessa","Subhash","Sales"
"d007",12996,"Madeira","Khalil","Sales"
"d007",13007,"Frolund","Yagil","Sales"
"d007",13018,"Moehrke","Toshimi","Sales"
"d007",13028,"Siksek","Mayumi","Sales"
"d007",13033,"Jansen","Satoru","Sales"
"d007",13034,"Rosen","Arunas","Sales"
"d007",13035,"Isaac","Waiman","Sales"
"d007",13036,"Heystek","Idoia","Sales"
"d007",13037,"Schaad","Alagu","Sales"
"d007",13043,"Kobuchi","Keiichiro","Sales"
"d007",13056,"Zirintsis","Arvind","Sales"
"d007",13065,"Schiper","Zine","Sales"
"d007",13073,"Journel","Utpal","Sales"
"d007",13075,"Morrin","Rosella","Sales"
"d007",13081,"Bahi","Mandell","Sales"
"d007",13083,"Wilfing","Marek","Sales"
"d007",13093,"Unno","Sajjan","Sales"
"d007",13112,"Pouyioutas","Hiroyasu","Sales"
"d007",13115,"Comellas","Jianhua","Sales"
"d007",13117,"Masand","Arve","Sales"
"d007",13124,"Garnick","Quingbo","Sales"
"d007",13142,"Kowalchuk","Sanjiv","Sales"
"d007",13146,"Erie","Haldon","Sales"
"d007",13147,"Ginesta","Shichao","Sales"
"d007",13154,"Soicher","Shan","Sales"
"d007",13158,"Kilgore","Deborah","Sales"
"d007",13162,"Goodrum","Shaw","Sales"
"d007",13169,"Hasham","Fun","Sales"
"d007",13172,"Whittlesey","Mountaz","Sales"
"d007",13173,"Horswill","Arve","Sales"
"d007",13176,"Thiria","Pranas","Sales"
"d007",13178,"Itschner","Kankanahalli","Sales"
"d007",13179,"Janocha","Moty","Sales"
"d007",13186,"Barbanera","Kyoichi","Sales"
"d007",13187,"Pusterhofer","Maria","Sales"
"d007",13201,"Ranta","Tomofumi","Sales"
"d007",13205,"Breugel","Maja","Sales"
"d007",13210,"Klassen","Jianhua","Sales"
"d007",13212,"Boyle","Thodoros","Sales"
"d007",13213,"Billawala","Hein","Sales"
"d007",13223,"Rabejac","Koldo","Sales"
"d007",13227,"Pell","Goncalo","Sales"
"d007",13236,"Axelband","Flemming","Sales"
"d007",13238,"Foote","Ebru","Sales"
